,0
533,0
534,0
535,0
536,0
537,1
538,0
539,1
540,0
541,1
542,1
543,0
544,0
545,0
546,0
547,1
548,0
549,1
550,0
551,0
552,0
553,0
554,0
555,1
556,0
557,1
558,0
559,1
560,1
561,0
562,0
563,0
564,0
565,0
566,1
567,0
568,1
569,0
570,0
571,1
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,1
580,0
581,0
582,0
583,1
584,1
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,1
596,0
597,0
598,0
599,1
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,1
609,0
610,0
611,0
612,0
613,1
614,0
615,0
616,1
617,0
618,1
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,1
628,0
629,0
630,1
631,0
632,0
633,0
634,0
635,1
636,1
637,0
638,0
639,0
640,0
641,1
642,1
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,1
654,0
655,0
656,0
657,0
658,1
659,0
660,0
661,0
662,0
663,1
664,1
665,0
666,1
667,1
668,1
669,0
670,0
671,0
672,0
673,0
674,0
675,1
676,0
677,0
678,1
679,0
680,0
681,1
682,1
683,1
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,1
697,1
698,1
699,0
700,1
701,0
702,1
703,0
704,0
705,0
706,1
707,0
708,0
709,0
710,0
711,0
712,1
713,1
714,1
715,0
716,0
717,0
718,0
719,0
720,0
721,1
722,0
723,1
724,1
725,0
726,1
727,0
728,0
729,0
730,0
731,1
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,1
740,0
741,0
742,0
743,1
744,0
745,0
746,1
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,1
756,1
757,0
758,0
759,0
760,0
761,0
762,1
763,1
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,1
785,0
786,0
787,0
788,0
789,0
790,1
791,0
792,0
793,0
794,0
795,0
796,0
797,1
798,0
799,1
800,0
801,1
802,0
803,0
804,1
805,0
806,0
807,1
808,1
809,0
810,0
811,0
812,0
813,1
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,1
830,0
831,0
832,0
833,1
834,0
835,0
836,0
837,0
838,0
839,1
840,1
841,0
842,0
843,0
844,1
845,0
846,0
847,1
848,0
849,0
850,0
851,1
852,1
853,0
854,0
855,0
856,0
857,0
858,0
859,1
860,0
861,0
862,1
863,1
864,0
865,1
866,1
867,1
868,1
869,0
870,0
871,1
872,0
873,0
874,0
875,1
876,0
877,1
878,0
879,0
880,0
881,0
882,1
883,0
884,0
885,1
886,0
887,0
888,1
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,1
906,0
907,0
908,0
909,1
910,1
911,0
912,0
913,0
914,0
915,0
916,1
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,1
933,0
934,0
935,0
936,0
937,1
938,0
939,0
940,0
941,1
942,0
943,0
944,0
945,0
946,0
947,0
948,1
949,0
950,0
951,1
952,0
953,1
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,1
963,1
964,0
965,0
966,0
967,1
968,0
969,0
970,0
971,0
972,1
973,0
974,0
975,0
976,1
977,0
978,1
979,0
980,0
981,1
982,1
983,1
984,0
985,1
986,0
987,0
988,0
989,1
990,0
991,0
992,0
993,0
994,1
995,0
996,0
997,0
998,0
999,0
1000,1
1001,0
1002,1
1003,1
1004,0
1005,0
1006,0
1007,1
1008,0
1009,1
1010,0
1011,1
1012,1
1013,0
1014,1
1015,1
1016,0
1017,0
1018,0
1019,0
1020,1
1021,0
1022,0
1023,0
1024,0
1025,0
1026,1
1027,0
1028,0
1029,0
1030,1
1031,1
1032,1
1033,0
1034,0
1035,1
1036,0
1037,1
1038,1
1039,0
1040,0
1041,1
1042,0
1043,0
1044,0
1045,0
1046,1
1047,0
1048,0
1049,0
1050,1
1051,0
1052,0
1053,0
1054,0
1055,0
1056,1
1057,1
1058,1
1059,0
1060,0
1061,0
1062,0
1063,0
1064,1
1065,1
1066,0
1067,0
1068,0
1069,0
1070,0
1071,1
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,1
1086,0
1087,0
1088,0
1089,0
1090,1
1091,1
1092,1
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,1
1101,1
1102,0
1103,1
1104,0
1105,1
1106,0
1107,0
1108,0
1109,0
1110,0
1111,1
1112,0
1113,0
1114,0
1115,1
1116,0
1117,0
1118,0
1119,0
1120,1
1121,0
1122,0
1123,1
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,1
1131,0
1132,0
1133,1
1134,0
1135,0
1136,1
1137,0
1138,1
1139,0
1140,0
1141,0
1142,0
1143,1
1144,0
1145,0
1146,0
1147,1
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,1
1156,0
1157,0
1158,0
1159,0
1160,1
1161,0
1162,0
1163,1
1164,1
1165,0
1166,0
1167,0
1168,1
1169,0
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,1
1179,0
1180,0
1181,0
1182,0
1183,1
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,1
1192,0
1193,1
1194,0
1195,0
1196,1
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,1
1206,0
1207,0
1208,0
1209,0
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,1
1217,0
1218,1
1219,1
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,1
1227,0
1228,1
1229,0
1230,0
1231,1
1232,0
1233,1
1234,1
1235,0
1236,0
1237,0
1238,1
1239,0
1240,1
1241,0
1242,1
1243,1
1244,0
1245,0
1246,0
1247,1
1248,1
1249,0
1250,1
1251,1
1252,0
1253,1
1254,0
1255,1
1256,0
1257,0
1258,1
1259,0
1260,0
1261,0
1262,0
1263,0
1264,1
1265,1
1266,0
1267,0
1268,0
1269,1
1270,0
1271,1
1272,0
1273,0
1274,0
1275,0
1276,0
1277,1
1278,0
1279,1
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,1
1288,0
1289,0
1290,0
1291,0
1292,1
1293,0
1294,0
1295,0
1296,0
1297,1
1298,1
1299,0
1300,0
1301,0
1302,1
1303,1
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,1
1311,0
1312,1
1313,0
1314,0
1315,1
1316,1
1317,1
1318,0
1319,0
1320,0
1321,0
1322,1
1323,1
1324,0
1325,1
1326,0
1327,1
1328,0
1329,1
1330,1
1331,0
1332,0
1333,1
1334,0
1335,0
1336,0
1337,0
1338,0
1339,0
1340,1
1341,1
1342,1
1343,1
1344,0
1345,0
1346,0
1347,0
1348,0
1349,1
1350,0
1351,1
1352,0
1353,0
1354,0
1355,0
1356,1
1357,0
1358,0
1359,0
1360,0
1361,0
1362,1
1363,1
1364,0
1365,0
1366,0
1367,0
1368,1
1369,1
1370,0
1371,1
1372,0
1373,0
1374,0
1375,0
1376,1
1377,0
1378,0
1379,0
1380,1
1381,0
1382,0
1383,0
1384,0
1385,1
1386,1
1387,0
1388,0
1389,0
1390,1
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0
1397,1
1398,0
1399,0
1400,0
1401,0
1402,0
1403,1
1404,1
1405,0
1406,0
1407,0
1408,0
1409,0
1410,1
1411,0
1412,0
1413,0
1414,0
1415,0
1416,1
1417,1
1418,0
1419,0
1420,0
1421,0
1422,1
1423,0
1424,1
1425,0
1426,1
1427,0
1428,1
1429,0
1430,0
1431,1
1432,1
1433,1
1434,0
1435,1
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,1
1448,0
1449,0
1450,0
1451,0
1452,0
1453,1
1454,0
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,1
1467,0
1468,0
1469,0
1470,0
1471,1
1472,0
1473,0
1474,1
1475,0
1476,0
1477,0
1478,1
1479,0
1480,0
1481,0
1482,0
1483,1
1484,0
1485,0
1486,0
1487,0
1488,1
1489,1
1490,0
1491,1
1492,1
1493,1
1494,0
1495,0
1496,1
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,0
1504,0
1505,1
1506,0
1507,1
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,1
1515,0
1516,0
1517,0
1518,1
1519,1
1520,0
1521,0
1522,1
1523,0
1524,0
1525,0
1526,0
1527,1
1528,0
1529,0
1530,0
1531,0
1532,1
1533,0
1534,0
1535,0
1536,1
1537,0
1538,0
1539,0
1540,1
1541,0
1542,1
1543,0
1544,0
1545,0
1546,0
1547,0
1548,0
1549,0
1550,0
1551,0
1552,0
1553,1
1554,0
1555,1
1556,1
1557,0
1558,0
1559,1
1560,0
1561,1
1562,0
1563,1
1564,0
1565,0
1566,0
1567,0
1568,0
1569,0
1570,0
1571,1
1572,0
1573,0
1574,0
1575,0
1576,0
1577,0
1578,0
1579,0
1580,0
1581,0
1582,1
1583,1
1584,0
1585,0
1586,0
1587,0
1588,0
1589,1
1590,0
1591,0
1592,0
1593,1
1594,1
1595,0
1596,0
1597,0
1598,0
1599,1
1600,0
1601,0
1602,0
1603,1
1604,0
1605,1
1606,0
1607,0
1608,0
1609,0
1610,1
1611,1
1612,0
1613,0
1614,0
1615,0
1616,0
1617,1
1618,0
1619,0
1620,0
1621,1
1622,0
1623,0
1624,0
1625,0
1626,0
1627,1
1628,1
1629,1
1630,1
1631,0
1632,0
1633,1
1634,0
1635,1
1636,0
1637,1
1638,1
1639,0
1640,0
1641,1
1642,0
1643,0
1644,0
1645,0
1646,1
1647,1
1648,0
1649,1
1650,0
1651,0
1652,0
1653,0
1654,1
1655,1
1656,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,0
1663,1
1664,1
1665,0
1666,0
1667,0
1668,0
1669,0
1670,0
1671,0
1672,0
1673,0
1674,0
1675,0
1676,0
1677,0
1678,0
1679,1
1680,1
1681,0
1682,0
1683,1
1684,0
1685,0
1686,0
1687,0
1688,0
1689,0
1690,0
1691,0
1692,0
1693,1
1694,0
1695,1
1696,0
1697,0
1698,1
1699,0
1700,0
1701,0
1702,1
1703,0
1704,0
1705,0
1706,1
1707,0
1708,1
1709,0
1710,0
1711,0
1712,0
1713,0
1714,0
1715,0
1716,0
1717,0
1718,0
1719,0
1720,0
1721,0
1722,1
1723,0
1724,1
1725,0
1726,0
1727,0
1728,0
1729,1
1730,0
1731,0
1732,0
1733,1
1734,0
1735,0
1736,0
1737,1
1738,1
1739,0
1740,0
1741,0
1742,1
1743,1
1744,0
1745,1
1746,0
1747,0
1748,1
1749,0
1750,0
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,0
1758,0
1759,0
1760,0
1761,0
1762,1
1763,0
1764,0
1765,0
1766,0
1767,0
1768,0
1769,0
1770,1
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0
1777,1
1778,1
1779,0
1780,1
1781,0
1782,1
1783,0
1784,0
1785,1
1786,0
1787,1
1788,0
1789,1
1790,0
1791,0
1792,1
1793,0
1794,0
1795,0
1796,1
1797,0
1798,0
1799,0
1800,0
1801,1
1802,0
1803,0
1804,1
1805,1
1806,0
1807,0
1808,1
1809,1
1810,1
1811,0
1812,1
1813,0
1814,1
1815,0
1816,0
1817,1
1818,1
1819,1
1820,0
1821,0
1822,0
1823,0
1824,0
1825,1
1826,1
1827,0
1828,1
1829,1
1830,1
1831,0
1832,0
1833,0
1834,1
1835,0
1836,0
1837,0
1838,1
1839,0
1840,0
1841,0
1842,0
1843,0
1844,0
1845,1
1846,0
1847,1
1848,1
1849,0
1850,0
1851,1
1852,0
1853,0
1854,0
1855,1
1856,0
1857,0
1858,0
1859,0
1860,0
1861,0
1862,0
1863,0
1864,0
1865,0
1866,1
1867,1
1868,0
1869,0
1870,0
1871,0
1872,0
1873,0
1874,0
1875,1
1876,0
1877,0
1878,0
1879,0
1880,0
1881,1
1882,0
1883,1
1884,1
1885,1
1886,0
1887,1
1888,0
1889,1
1890,1
1891,1
1892,0
1893,0
1894,0
1895,0
1896,1
1897,0
1898,0
1899,1
1900,0
1901,0
1902,0
1903,1
1904,0
1905,0
1906,0
1907,0
1908,0
1909,0
1910,1
1911,0
1912,0
1913,0
1914,1
1915,0
1916,0
1917,0
1918,1
1919,0
1920,0
1921,0
1922,1
1923,0
1924,1
1925,0
1926,1
1927,0
1928,0
1929,0
1930,0
1931,0
1932,0
1933,0
1934,0
1935,0
1936,0
1937,0
1938,0
1939,0
1940,0
1941,1
1942,1
1943,0
1944,1
1945,1
1946,0
1947,1
1948,0
1949,0
1950,0
1951,0
1952,0
1953,0
1954,1
1955,0
1956,0
1957,0
1958,1
1959,0
1960,0
1961,0
1962,0
1963,0
1964,0
1965,1
1966,0
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,0
1974,0
1975,1
1976,0
1977,0
1978,0
1979,0
1980,0
1981,1
1982,0
1983,0
1984,0
1985,0
1986,0
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,1
2002,1
2003,0
2004,0
2005,0
2006,1
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,0
2014,1
2015,0
2016,1
2017,1
2018,0
2019,1
2020,1
2021,0
2022,0
2023,0
2024,0
2025,0
2026,0
2027,1
2028,0
2029,0
2030,0
2031,0
2032,0
2033,0
2034,0
2035,0
2036,1
2037,1
2038,0
2039,0
2040,0
2041,1
2042,0
2043,0
2044,0
2045,0
2046,0
2047,0
2048,1
2049,1
2050,0
2051,0
2052,0
2053,0
2054,0
2055,0
2056,0
2057,0
2058,0
2059,0
2060,1
2061,0
2062,0
2063,0
2064,0
2065,0
2066,0
2067,0
2068,0
2069,0
2070,1
2071,1
2072,1
2073,0
2074,0
2075,1
2076,1
2077,0
2078,1
2079,0
2080,0
2081,0
2082,0
2083,0
2084,0
2085,0
2086,1
2087,0
2088,0
2089,0
2090,0
2091,0
2092,0
2093,0
2094,0
2095,0
2096,1
2097,0
2098,0
2099,0
2100,0
2101,0
2102,0
2103,0
2104,1
2105,1
2106,0
2107,0
2108,1
2109,0
2110,0
2111,0
2112,1
2113,0
2114,0
2115,0
2116,0
2117,0
2118,1
2119,0
2120,0
2121,0
2122,1
2123,1
2124,0
2125,0
2126,1
2127,0
2128,1
2129,0
2130,0
2131,1
2132,1
2133,0
2134,0
2135,1
2136,0
2137,0
2138,0
2139,0
2140,1
2141,0
2142,0
2143,0
2144,0
2145,0
2146,1
2147,0
2148,1
2149,0
2150,0
2151,0
2152,0
2153,0
2154,0
2155,1
2156,0
2157,0
2158,1
2159,0
2160,0
2161,0
2162,0
2163,0
2164,0
2165,0
2166,0
2167,0
2168,0
2169,0
2170,0
2171,0
2172,0
2173,0
2174,0
2175,1
2176,0
2177,0
2178,0
2179,0
2180,1
2181,1
2182,1
2183,0
2184,0
2185,1
2186,1
2187,1
2188,1
2189,0
2190,0
2191,0
2192,1
2193,0
2194,0
2195,0
2196,0
2197,1
2198,0
2199,0
2200,1
2201,1
2202,1
2203,0
2204,1
2205,1
2206,0
2207,0
2208,0
2209,1
2210,0
2211,1
2212,1
2213,1
2214,1
2215,0
2216,0
2217,0
2218,0
2219,1
2220,1
2221,1
2222,1
2223,0
2224,1
2225,0
2226,0
2227,0
2228,1
2229,0
2230,0
2231,1
2232,0
2233,0
2234,0
2235,0
2236,1
2237,0
2238,1
2239,0
2240,0
2241,0
2242,0
2243,1
2244,0
2245,0
2246,1
2247,0
2248,1
2249,1
2250,1
2251,0
2252,1
2253,0
2254,1
2255,1
2256,0
2257,1
2258,1
2259,0
2260,0
2261,0
2262,0
2263,0
2264,0
2265,0
2266,0
2267,0
2268,0
2269,1
2270,1
2271,0
2272,0
2273,0
2274,0
2275,0
2276,0
2277,0
2278,0
2279,0
2280,1
2281,0
2282,0
2283,0
2284,0
2285,0
2286,0
2287,0
2288,0
2289,0
2290,1
2291,0
2292,1
2293,0
2294,0
2295,1
2296,0
2297,0
2298,1
2299,1
2300,0
2301,0
2302,0
2303,0
2304,0
2305,0
2306,0
2307,0
2308,0
2309,0
2310,0
2311,0
2312,0
2313,0
2314,0
2315,0
2316,0
2317,1
2318,0
2319,0
2320,1
2321,0
2322,0
2323,0
2324,1
2325,0
2326,0
2327,0
2328,0
2329,0
2330,1
2331,0
2332,1
2333,1
2334,1
2335,0
2336,0
2337,1
2338,0
2339,0
2340,0
2341,0
2342,0
2343,0
2344,0
2345,0
2346,0
2347,0
2348,0
2349,1
2350,0
2351,1
2352,1
2353,1
2354,0
2355,1
2356,0
2357,0
2358,1
2359,0
2360,1
2361,1
2362,0
2363,0
2364,1
2365,1
2366,0
2367,0
2368,1
2369,0
2370,1
2371,0
2372,1
2373,0
2374,1
2375,0
2376,0
2377,0
2378,0
2379,0
2380,0
2381,1
2382,0
2383,0
2384,1
2385,0
2386,0
2387,1
2388,0
2389,1
2390,0
2391,0
2392,1
2393,0
2394,1
2395,0
2396,0
2397,0
2398,0
2399,0
2400,0
2401,1
2402,0
2403,0
2404,1
2405,0
2406,0
2407,0
2408,0
2409,0
2410,0
2411,0
2412,0
2413,0
2414,0
2415,0
2416,0
2417,1
2418,1
2419,1
2420,0
2421,0
2422,0
2423,0
2424,0
2425,1
2426,0
2427,0
2428,1
2429,0
2430,1
2431,0
2432,0
2433,0
2434,0
2435,0
2436,1
2437,0
2438,0
2439,0
2440,0
2441,1
2442,0
2443,0
2444,0
2445,0
2446,0
2447,0
2448,0
2449,0
2450,0
2451,0
2452,0
2453,1
2454,0
2455,0
2456,0
2457,0
2458,0
2459,1
2460,0
2461,0
2462,1
2463,1
2464,0
2465,0
2466,1
2467,0
2468,0
2469,0
2470,0
2471,1
2472,0
2473,0
2474,0
2475,0
2476,1
2477,1
2478,0
2479,1
2480,0
2481,0
2482,0
2483,0
2484,0
2485,1
2486,0
2487,1
2488,0
2489,1
2490,1
2491,0
2492,0
2493,0
2494,0
2495,0
2496,0
2497,1
2498,1
2499,0
2500,0
2501,0
2502,1
2503,0
2504,0
2505,0
2506,0
2507,0
2508,0
2509,1
2510,1
2511,1
2512,0
2513,0
2514,0
2515,0
2516,1
2517,0
2518,0
2519,0
2520,1
2521,0
2522,0
2523,0
2524,0
2525,0
2526,1
2527,0
2528,0
2529,0
2530,0
2531,0
2532,0
2533,0
2534,1
2535,0
2536,0
2537,1
2538,0
2539,0
2540,1
2541,0
2542,0
2543,1
2544,0
2545,0
2546,1
2547,0
2548,1
2549,0
2550,0
2551,0
2552,1
2553,0
2554,1
2555,0
2556,1
2557,0
2558,1
2559,0
2560,0
2561,0
2562,0
2563,1
2564,0
2565,0
2566,0
2567,1
2568,0
2569,0
2570,0
2571,0
2572,0
2573,0
2574,1
2575,0
2576,0
2577,0
2578,1
2579,0
2580,0
2581,0
2582,0
2583,0
2584,0
2585,0
2586,0
2587,0
2588,0
2589,0
2590,0
2591,0
2592,0
2593,1
2594,0
2595,0
2596,0
2597,1
2598,0
2599,1
2600,0
2601,0
2602,1
2603,0
2604,1
2605,0
2606,1
2607,0
2608,0
2609,0
2610,0
2611,0
2612,0
2613,0
2614,0
2615,0
2616,0
2617,0
2618,0
2619,0
2620,0
2621,0
2622,0
2623,0
2624,0
2625,1
2626,0
2627,0
2628,0
2629,1
2630,1
2631,0
2632,0
2633,0
2634,1
2635,1
2636,0
2637,1
2638,1
2639,0
2640,0
2641,0
2642,0
2643,0
2644,0
2645,0
2646,1
2647,0
2648,0
2649,0
2650,0
2651,0
2652,0
2653,0
2654,0
2655,0
2656,0
2657,0
2658,0
2659,0
2660,0
2661,0
2662,0
2663,1
2664,1
2665,0
2666,0
2667,0
2668,0
2669,1
2670,0
2671,0
2672,0
2673,0
2674,0
2675,0
2676,0
2677,1
2678,0
2679,0
2680,0
2681,0
2682,0
2683,0
2684,0
2685,0
2686,0
2687,0
2688,1
2689,0
2690,0
2691,1
2692,0
2693,0
2694,1
2695,0
2696,0
2697,0
2698,0
2699,1
2700,1
2701,1
2702,1
2703,0
2704,0
2705,0
2706,0
2707,0
2708,1
2709,0
2710,0
2711,0
2712,0
2713,0
2714,0
2715,1
2716,0
2717,0
2718,0
2719,0
2720,0
2721,0
2722,0
2723,1
2724,0
2725,1
2726,0
2727,0
2728,0
2729,0
2730,0
2731,0
2732,0
2733,0
2734,0
2735,0
2736,1
2737,0
2738,0
2739,0
2740,0
2741,1
2742,0
2743,0
2744,0
2745,0
2746,0
2747,0
2748,1
2749,0
2750,1
2751,1
2752,0
2753,1
2754,1
2755,0
2756,0
2757,0
2758,1
2759,0
2760,0
2761,0
2762,0
2763,0
2764,0
2765,0
2766,0
2767,1
2768,0
2769,1
2770,0
2771,0
2772,0
2773,0
2774,0
2775,1
2776,1
2777,1
2778,0
2779,0
2780,0
2781,1
2782,0
2783,0
2784,0
2785,0
2786,1
2787,0
2788,1
2789,0
2790,0
2791,0
2792,1
2793,0
2794,0
2795,0
2796,0
2797,1
2798,0
2799,0
2800,0
2801,1
2802,0
2803,0
2804,0
2805,0
2806,0
2807,0
2808,1
2809,1
2810,1
2811,0
2812,1
2813,0
2814,1
2815,1
2816,1
2817,1
2818,0
2819,0
2820,0
2821,0
2822,1
2823,0
2824,1
2825,0
2826,0
2827,1
2828,0
2829,0
2830,0
2831,1
2832,1
2833,0
2834,0
2835,0
2836,0
2837,0
2838,0
2839,0
2840,1
2841,1
2842,0
2843,0
2844,0
2845,1
2846,0
2847,0
2848,0
2849,0
2850,0
2851,0
2852,0
2853,0
2854,0
2855,0
2856,0
2857,0
2858,1
2859,0
2860,0
2861,0
2862,0
2863,0
2864,1
2865,0
2866,0
2867,0
2868,0
2869,0
2870,0
2871,0
2872,0
2873,0
2874,0
2875,0
2876,1
2877,0
2878,0
2879,1
2880,1
2881,1
2882,0
2883,0
2884,1
2885,0
2886,1
2887,0
2888,0
2889,0
2890,0
2891,0
2892,0
2893,0
2894,0
2895,0
2896,0
2897,0
2898,0
2899,1
2900,0
2901,1
2902,0
2903,0
2904,0
2905,0
2906,0
2907,0
2908,1
2909,0
2910,0
2911,0
2912,1
2913,0
2914,1
2915,0
2916,0
2917,0
2918,0
2919,0
2920,1
2921,0
2922,0
2923,0
2924,0
2925,0
2926,0
2927,0
2928,0
2929,0
2930,0
2931,0
2932,0
2933,0
2934,0
2935,0
2936,0
2937,0
2938,0
2939,1
2940,0
2941,0
2942,1
2943,0
2944,1
2945,0
2946,0
2947,0
2948,0
2949,0
2950,0
2951,1
2952,0
2953,0
2954,0
2955,1
2956,0
2957,0
2958,1
2959,1
2960,0
2961,0
2962,0
2963,0
2964,0
2965,0
2966,0
2967,1
2968,1
2969,1
2970,0
2971,0
2972,0
2973,0
2974,1
2975,0
2976,0
2977,1
2978,1
2979,0
2980,0
2981,0
2982,0
2983,1
2984,0
2985,0
2986,1
2987,0
2988,0
2989,0
2990,0
2991,0
2992,0
2993,0
2994,0
2995,1
2996,1
2997,0
