,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
20,2597.0,0.0,44.0,61478.9,13.91858,15.0,0.0,1.0,28.22989,139.965,3068.956506,4.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21,2651.0,3.0,54.0,44711.74,11.79632,13.0,0.0,0.0,6.307859,107.4806,862.6906733,4.0,4.0,4.0,3.0,5.0,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
22,1178.0,2.0,85.0,40133.04,14.95030399,8.0,3.0,1.0,6.195470215,275.119794,1124.637958,2.0,2.0,3.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
23,3223.0,2.0,70.0,37535.82,11.74644,11.0,1.0,0.0,1.862828,192.4404,553.0231321,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
24,2751.0,4.0,18.0,70844.17,9.367555,12.0,0.0,1.0,8.27839,169.9447,1169.714886,3.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
25,5289.0,7.0,18.0,57469.38,13.72489,12.0,0.0,1.0,62.10568,152.4742,6149.726033,5.0,4.0,4.0,3.0,3.0,3.0,3.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
26,9539.0,1.0,42.0,11472.98,8.031817,13.0,1.0,0.0,66.68553,139.9568,5748.620529,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
27,8533.0,3.0,62.0,17495.04,11.71658,10.0,1.0,1.0,55.55389,207.6094,5104.889837,3.0,4.0,3.0,1.0,5.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
28,3176.0,1.0,23.0,1817.99,9.617616,15.0,1.0,0.0,8.915226,162.4833,1586.632329,4.0,4.0,3.0,4.0,2.0,5.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
29,4089.0,0.0,21.0,49614.23,6.244054,11.0,2.0,1.0,3.033303,137.4698,911.2594992,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
30,7395.0,4.0,31.0,15481.45,7.750073,15.0,0.0,0.0,71.32292,194.9525,6768.49967,5.0,5.0,6.0,3.0,3.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
31,4315.0,0.0,38.0,66409.47,7.716619,9.0,0.0,0.0,1.865935,159.965,514.9287886,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
32,4257.0,2.0,70.0,6119.53,9.411397,6.0,3.0,1.0,1.31809,104.9629,295.3935883,2.0,3.0,3.0,4.0,1.0,4.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33,1162.0,0.0,20.0,99100.1,9.908849616,5.0,0.0,0.0,9.26064585,222.61428,1821.82345,3.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
34,3315.0,7.0,18.0,28911.74,7.731174,16.0,2.0,0.0,7.146126,230.1051,1413.736327,4.0,3.0,4.0,4.0,2.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
35,9695.0,3.0,35.0,25653.34,8.759585,13.0,0.0,0.0,40.14232,230.1051,4024.612201,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
36,8177.0,0.0,27.0,29935.05,9.663191,7.0,2.0,0.0,59.52332,92.45514,5443.98404,2.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37,4845.0,2.0,73.0,8091.21,9.335603,13.0,0.0,0.0,2.924951,117.472,468.5975061,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
38,6547.0,1.0,63.0,23662.64,4.615568,9.0,0.0,0.0,48.57121,192.4885,4218.975069,2.0,2.0,2.0,4.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
39,9828.0,1.0,77.0,65565.99,7.291285,11.0,4.0,0.0,47.45044,159.9794,4486.582949,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
40,1902.0,2.0,45.0,31766.78,14.18102134,16.0,0.0,1.0,2.389328443,182.490006,762.3743815,4.0,4.0,3.0,1.0,3.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
41,503.0,4.0,81.0,38866.92,12.19296315,10.0,1.0,1.0,4.806882153,242.628057,1047.361909,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
42,714.0,4.0,80.0,46786.18,10.0934549,11.0,1.0,1.0,3.613513424,112.484375,470.682278,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
43,6333.0,4.0,75.0,17766.54,9.481086,10.0,0.0,0.0,53.06256,232.6228,5011.057255,4.0,5.0,3.0,3.0,4.0,3.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
44,2692.0,0.0,86.0,40316.05,15.35399,10.0,2.0,0.0,3.628867,184.967,601.2192303,4.0,4.0,4.0,4.0,2.0,5.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
45,298.0,4.0,82.0,76066.77,15.27146446,12.0,2.0,1.0,18.35541838,139.981577,1939.811149,3.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
46,6688.0,0.0,66.0,83878.86,11.05579,13.0,2.0,0.0,66.8244,117.4858,5746.58453,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
47,6098.0,1.0,88.0,30819.18,9.525285,14.0,0.0,3.0,69.87194,124.9607,6112.379667,3.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
48,9255.0,0.0,45.0,35183.0,15.54947,17.0,1.0,0.0,56.00686,217.4725,5099.333841,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
49,3922.0,0.0,53.0,26092.38,13.70512,11.0,1.0,0.0,8.931572,114.9976,979.002185,3.0,4.0,2.0,2.0,5.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
50,3526.0,3.0,37.0,39369.75,10.85287,15.0,3.0,0.0,11.16386,182.4538,1317.388693,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
51,1362.0,4.0,25.0,50670.27,12.69180844,13.0,1.0,0.0,20.96092159,142.452604,2743.734408,4.0,4.0,4.0,3.0,5.0,3.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
52,4067.0,7.0,71.0,3360.57,10.40927,13.0,1.0,0.0,16.53338,262.6106,2120.151113,4.0,5.0,3.0,2.0,5.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
53,8467.0,0.0,84.0,17260.93,10.47784,12.0,0.0,1.0,38.58318,147.5031,3296.618156,5.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
54,3373.0,0.0,38.0,26986.49,11.34716,15.0,0.0,0.0,11.59206,127.4783,1627.688937,3.0,3.0,4.0,4.0,4.0,4.0,3.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
55,4563.0,0.0,36.0,21092.07,5.676999,13.0,2.0,0.0,6.999666,232.6415,1161.766944,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
56,5096.0,5.0,45.0,49397.39,11.74755,11.0,0.0,1.0,55.34066,127.482,4862.205431,2.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
57,2656.0,1.0,38.0,52374.17,12.83511,14.0,2.0,1.0,6.652608,252.6378,1225.184798,3.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
58,7540.0,1.0,68.0,67871.48,5.625045,13.0,0.0,0.0,56.74758,195.0062,4947.739322,3.0,4.0,5.0,4.0,3.0,3.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
59,5748.0,9.0,47.0,31344.35,13.87639,12.0,2.0,0.0,69.5048,184.9785,6391.573253,4.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
60,1304.0,0.0,87.0,4523.8,13.69110294,11.0,1.0,0.0,15.59096202,127.473844,1826.678884,4.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
61,6443.0,0.0,52.0,110391.6,5.193206,14.0,2.0,0.0,66.30503,179.9656,5674.466677,4.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
62,702.0,7.0,36.0,12145.97,7.275899757,15.0,1.0,0.0,12.84120976,240.114868,1885.438773,4.0,3.0,4.0,5.0,3.0,5.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
63,4339.0,2.0,78.0,65564.74,6.33742,11.0,0.0,1.0,13.21733,230.1051,1599.616413,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
64,901.0,1.0,34.0,18762.01,12.017333,14.0,0.0,1.0,5.261212465,212.655686,1101.650764,4.0,3.0,4.0,6.0,4.0,4.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
65,2294.0,3.0,26.0,113438.3,5.050186,12.0,2.0,0.0,6.981941,159.9794,1403.290023,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
66,8394.0,1.0,39.0,119599.4,4.876124,9.0,2.0,0.0,38.92029,184.9785,3747.78242,2.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
67,8614.0,4.0,85.0,51630.71,4.452995,9.0,2.0,1.0,41.36314,255.1417,4048.983361,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
68,6956.0,4.0,22.0,26278.08,11.43714,11.0,2.0,1.0,40.35276,149.9776,3836.081698,4.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
69,9802.0,0.0,24.0,41699.57,7.956304,14.0,1.0,0.0,49.94733,124.9607,4741.134235,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
70,1753.0,4.0,23.0,44610.48,8.965640601,14.0,0.0,1.0,16.15614223,194.969934,1956.469091,3.0,4.0,5.0,3.0,2.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
71,5039.0,2.0,66.0,66778.9,15.95744,11.0,3.0,2.0,70.79968,212.6228,6845.831296,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
72,25.0,1.0,77.0,12558.83,9.767668044,12.0,1.0,0.0,4.157658837,92.455141,774.2937069,4.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,7326.0,1.0,89.0,13219.33,5.341231,10.0,1.0,0.0,49.61909,265.147,4629.932238,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
74,2064.0,1.0,23.0,8626.93,13.16243,10.0,1.0,0.0,8.333131,172.4624,1187.710162,3.0,2.0,3.0,4.0,5.0,3.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
75,4189.0,4.0,24.0,29303.95,3.929938,14.0,2.0,0.0,5.648594,174.9581,1564.304827,3.0,2.0,2.0,3.0,5.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
76,566.0,0.0,38.0,31980.81,12.236238,11.0,1.0,0.0,2.685677496,184.978458,669.0040793,4.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
77,8978.0,3.0,66.0,23005.6,12.13544,13.0,0.0,1.0,64.2738,162.447,6055.708509,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
78,8047.0,4.0,47.0,16834.95,7.739197,12.0,2.0,1.0,66.49538,179.9794,5910.417848,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
79,608.0,2.0,71.0,20191.76,9.741346714,13.0,0.0,1.0,2.566196093,240.114868,774.8506663,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
80,6289.0,6.0,84.0,32666.7,9.020394,12.0,2.0,0.0,59.33259,112.4551,4930.400921,3.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
81,2463.0,6.0,49.0,48414.97,12.9317,15.0,1.0,0.0,17.84058,140.0013,2373.467756,3.0,2.0,2.0,4.0,2.0,3.0,3.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
82,5707.0,2.0,37.0,19872.48,9.445157,12.0,3.0,0.0,56.31481,255.1372,5401.877883,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
83,837.0,10.0,19.0,23299.98,10.09307939,16.0,1.0,1.0,23.956929,129.994975,2653.32821,3.0,3.0,3.0,4.0,2.0,4.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
84,3455.0,2.0,74.0,57552.27,13.07187,8.0,0.0,2.0,23.08359,172.4848,2352.994051,4.0,5.0,3.0,2.0,4.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
85,4400.0,1.0,52.0,76765.17,10.32391,16.0,0.0,0.0,10.35635,159.9512,1114.676099,4.0,3.0,3.0,4.0,2.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
86,6319.0,3.0,82.0,42113.14,13.50203,13.0,2.0,2.0,66.65664,105.011,5616.475997,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
87,9579.0,0.0,33.0,49464.15,6.32828,11.0,1.0,0.0,64.59012,172.4705,6073.965344,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
88,4535.0,4.0,39.0,43769.45,10.21531,14.0,0.0,0.0,18.07558,172.4871,2082.760575,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
89,6004.0,2.0,65.0,42345.21,11.69747,15.0,1.0,0.0,70.56628,172.4705,6520.292051,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
90,231.0,1.0,63.0,25985.06,9.497106973,11.0,1.0,0.0,18.17247008,149.959755,1707.641161,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
91,6736.0,1.0,55.0,10941.91,15.24882,20.0,0.0,0.0,69.32507,204.9797,6093.707012,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
92,840.0,0.0,65.0,28056.39,7.637291768,12.0,2.0,0.0,19.76529476,200.118516,2441.022927,4.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
93,39.0,1.0,72.0,50336.5,7.972937227,10.0,1.0,1.0,16.04202196,147.473844,1530.10769,3.0,4.0,3.0,6.0,4.0,4.0,6.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
94,7088.0,1.0,18.0,34786.58,10.76073,15.0,1.0,0.0,49.26311,162.4833,4826.758437,2.0,2.0,3.0,5.0,2.0,3.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
95,3659.0,6.0,74.0,72862.83,13.29232,14.0,0.0,1.0,5.317775,129.995,822.6124438,3.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
96,5142.0,2.0,65.0,64281.28,5.201543,9.0,0.0,1.0,63.47674,137.4836,5861.996544,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
97,5948.0,4.0,77.0,44323.22,13.18074,11.0,1.0,0.0,69.96694,149.9845,6101.954062,3.0,3.0,3.0,2.0,5.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
